crew_id,first_name,last_name,role,airline_id,hire_date,status,license_number,base_airport_id
CRW000283,Margaret,Kumar,Flight Attendant,AL0003,2020-10-05,Active,LIC-948636,APT00128
CRW000284,Stephen,Ali,First Officer,AL0011,2009-07-03,Active,LIC-442594,APT00107
CRW000285,Sarah,Schmidt,Flight Attendant,AL0019,1998-09-04,Active,LIC-407291,APT00110
CRW000286,Justin,Muller,First Officer,AL0006,2007-03-06,Active,LIC-528445,APT00200
CRW000287,Kenneth,Hernandez,Purser,AL0010,2001-04-11,On Leave,LIC-773693,APT00127
CRW000288,Samuel,Wang,Captain,AL0005,2012-06-27,Active,LIC-742439,APT00011
CRW000289,Kathleen,Rossi,Captain,AL0001,2003-06-19,Active,LIC-790042,APT00186
CRW000290,Olga,Taylor,Purser,AL0015,2025-06-24,Inactive,LIC-180407,APT00155
CRW000291,Edward,Hill,Flight Attendant,AL0006,2006-11-07,Active,LIC-244953,APT00174
CRW000292,Kimberly,Park,Captain,AL0011,2004-11-14,Active,LIC-863948,APT00178
CRW000293,Stephen,King,Flight Attendant,AL0014,2025-12-06,Active,LIC-982777,APT00044
CRW000294,Emma,Schmidt,Captain,AL0017,2011-05-06,Active,LIC-214803,APT00243
CRW000295,Edward,Nelson,Flight Attendant,AL0004,2000-05-10,Active,LIC-913725,APT00248
CRW000296,Angela,Chen,First Officer,AL0012,2010-02-03,Active,LIC-336204,APT00037
CRW000297,Jeffrey,Kim,Purser,AL0019,2003-01-01,Inactive,LIC-981365,APT00055
CRW000298,Andrew,Chen,Captain,AL0010,2017-07-07,On Leave,LIC-994229,APT00062
CRW000299,Emily,Dubois,Flight Attendant,AL0001,2013-01-09,Active,LIC-673201,APT00242
CRW000300,Olga,Yamamoto,Flight Attendant,AL0006,2017-12-11,Active,LIC-271187,APT00234
CRW000301,Samantha,White,Captain,AL0016,2024-07-15,Active,LIC-809420,APT00067
CRW000302,Barbara,Choi,Captain,AL0016,2017-11-27,On Leave,LIC-191027,APT00158
CRW000303,Ana,Kim,Flight Attendant,AL0007,2005-09-13,On Leave,LIC-400820,APT00061
CRW000304,Christine,Mitchell,Flight Attendant,AL0004,2001-05-01,Active,LIC-674564,APT00010
CRW000305,Michael,Clark,Captain,AL0006,2011-08-19,Active,LIC-160825,APT00058
CRW000306,Debra,King,First Officer,AL0005,2009-02-09,On Leave,LIC-453815,APT00020
CRW000307,Stephen,Chen,Flight Attendant,AL0015,2004-11-01,Active,LIC-817481,APT00212
CRW000308,Ivan,Robinson,Captain,AL0017,2020-06-26,On Leave,LIC-182651,APT00197
CRW000309,Ryan,Thompson,First Officer,AL0001,2023-07-27,Inactive,LIC-430094,APT00047
CRW000310,Gary,Andersson,Captain,AL0015,2006-12-27,On Leave,LIC-103368,APT00142
CRW000311,Emily,King,Purser,AL0016,2016-05-23,Active,LIC-692427,APT00052
CRW000312,Joshua,Patel,Flight Attendant,AL0013,2025-12-03,Inactive,LIC-171245,APT00142
CRW000313,Justin,Williams,Purser,AL0018,1995-05-17,Active,LIC-352873,APT00224
CRW000314,Heather,Miller,First Officer,AL0001,2006-06-17,Active,LIC-570461,APT00220
CRW000315,Ahmed,Kowalski,Purser,AL0014,2018-03-07,Inactive,LIC-293067,APT00209
CRW000316,Patrick,Lopez,Flight Attendant,AL0003,2010-08-20,Active,LIC-307803,APT00061
CRW000317,Brenda,Silva,Captain,AL0018,2019-11-17,On Leave,LIC-851399,APT00048
CRW000318,Jacob,Yamamoto,Captain,AL0010,2009-11-28,On Leave,LIC-799796,APT00041
CRW000319,Kenneth,Hill,First Officer,AL0002,1997-01-08,Active,LIC-172720,APT00032
CRW000320,Patrick,Suzuki,Flight Attendant,AL0015,2008-08-16,Active,LIC-871756,APT00154
CRW000321,Joshua,Wright,Flight Attendant,AL0015,2007-09-16,On Leave,LIC-521359,APT00165
CRW000322,Steven,Oliveira,Captain,AL0010,2021-07-26,Active,LIC-230349,APT00221
CRW000323,Hiro,Jackson,First Officer,AL0007,1999-08-18,Inactive,LIC-916026,APT00023
CRW000324,Stephen,Wright,Purser,AL0001,1999-11-17,On Leave,LIC-403317,APT00067
CRW000325,Kevin,Young,First Officer,AL0019,1999-06-12,Active,LIC-393137,APT00182
CRW000326,Yuki,Dubois,Flight Attendant,AL0004,2012-10-31,Active,LIC-231916,APT00171
CRW000327,Ana,Brown,Flight Attendant,AL0017,2026-04-12,Active,LIC-897656,APT00107
CRW000328,Joshua,Johansson,First Officer,AL0012,2014-06-08,Active,LIC-358023,APT00039
CRW000329,Gary,Johnson,Captain,AL0014,2020-08-23,Active,LIC-633153,APT00122
CRW000330,Ryan,Sanchez,First Officer,AL0014,2021-09-28,Inactive,LIC-315283,APT00043
CRW000331,Frank,Mitchell,Flight Attendant,AL0018,2013-11-13,On Leave,LIC-905945,APT00134
CRW000332,Carlos,Lopez,Flight Attendant,AL0001,2014-02-20,Active,LIC-808177,APT00226
CRW000333,Shirley,Flores,Purser,AL0020,2002-08-21,Inactive,LIC-552721,APT00049
CRW000334,Catherine,Diaz,First Officer,AL0001,2025-02-28,Active,LIC-410931,APT00030
CRW000335,Anna,Andersson,First Officer,AL0020,2019-10-02,Active,LIC-689553,APT00185
CRW000336,Ahmed,Williams,Captain,AL0006,2022-05-27,Active,LIC-546007,APT00007
CRW000337,Timothy,Mitchell,Captain,AL0017,2025-11-27,Active,LIC-946832,APT00246
CRW000338,George,Mitchell,Purser,AL0002,2005-12-15,Active,LIC-706504,APT00194
CRW000339,Ronald,Garcia,Flight Attendant,AL0010,1999-07-08,Active,LIC-124469,APT00101
CRW000340,Freya,Chen,Captain,AL0011,2022-01-06,On Leave,LIC-840030,APT00091
CRW000341,Brenda,Adams,First Officer,AL0020,2009-11-10,Inactive,LIC-273556,APT00097
CRW000342,Charles,Singh,Flight Attendant,AL0003,2025-02-10,On Leave,LIC-371087,APT00100
CRW000343,Robert,White,Flight Attendant,AL0001,2016-10-26,On Leave,LIC-492440,APT00210
CRW000344,Gary,Lee,Flight Attendant,AL0013,2003-01-30,Active,LIC-288298,APT00200
CRW000345,Dennis,Ivanov,Flight Attendant,AL0001,2006-02-23,Active,LIC-948083,APT00052
CRW000346,Laura,Ali,Flight Attendant,AL0016,2014-03-04,Active,LIC-980607,APT00045
CRW000347,Angela,Gonzalez,Purser,AL0001,2007-05-22,Inactive,LIC-240129,APT00136
CRW000348,Catherine,Moore,First Officer,AL0020,2003-11-08,Active,LIC-388132,APT00163
CRW000349,Kathleen,Campbell,Purser,AL0011,2001-08-04,Active,LIC-433669,APT00182
CRW000350,Ivan,Johansson,Flight Attendant,AL0019,2015-05-29,Active,LIC-703960,APT00079
CRW000351,Scott,Taylor,Flight Attendant,AL0003,1996-02-08,Active,LIC-637997,APT00121
CRW000352,Debra,Moore,Flight Attendant,AL0006,1997-12-10,On Leave,LIC-710056,APT00027
CRW000353,Janet,Costa,Flight Attendant,AL0010,1996-05-03,Active,LIC-127935,APT00114
CRW000354,Pamela,Kumar,Captain,AL0001,2018-01-24,On Leave,LIC-562625,APT00172
CRW000355,Michael,Yamamoto,Flight Attendant,AL0003,1995-12-03,Inactive,LIC-289823,APT00077
CRW000356,Stephanie,Dubois,Flight Attendant,AL0007,2008-03-10,Active,LIC-305602,APT00080
CRW000357,Thomas,Oliveira,Flight Attendant,AL0015,1998-10-24,Inactive,LIC-797222,APT00116
CRW000358,Kathleen,Thomas,Flight Attendant,AL0015,2013-06-14,Inactive,LIC-227311,APT00217
CRW000359,Sarah,Perez,First Officer,AL0002,1996-01-30,Active,LIC-128330,APT00152
CRW000360,Kathleen,Martin,Flight Attendant,AL0002,1995-10-24,On Leave,LIC-538314,APT00230
CRW000361,Michelle,Jones,Purser,AL0014,2007-11-30,Active,LIC-762215,APT00016
CRW000362,John,Dubois,First Officer,AL0008,2016-11-06,Active,LIC-559836,APT00213
CRW000363,Joseph,Chen,Purser,AL0016,1998-06-11,Active,LIC-245208,APT00011
CRW000364,Jacob,Miller,Captain,AL0006,2010-08-01,On Leave,LIC-796029,APT00081
CRW000365,Elizabeth,Thomas,Flight Attendant,AL0008,2020-06-16,Inactive,LIC-443548,APT00107
CRW000366,Chen,Thomas,Flight Attendant,AL0005,2014-08-23,On Leave,LIC-738849,APT00060
CRW000367,Carolyn,Allen,First Officer,AL0006,2018-07-28,On Leave,LIC-281858,APT00248
CRW000368,Christine,Torres,Flight Attendant,AL0015,2004-12-01,Active,LIC-920836,APT00224
CRW000369,Christopher,White,Captain,AL0010,2024-08-05,Inactive,LIC-355205,APT00143
CRW000370,Catherine,Choi,Purser,AL0014,1999-08-01,Active,LIC-973773,APT00114
CRW000371,Scott,Moore,Flight Attendant,AL0002,2014-01-06,Active,LIC-439529,APT00191
CRW000372,George,Hall,Captain,AL0011,2008-09-05,On Leave,LIC-755065,APT00177
CRW000373,James,Scott,Flight Attendant,AL0010,1995-12-31,Inactive,LIC-551850,APT00121
CRW000374,Amy,Young,Flight Attendant,AL0019,2024-08-28,Inactive,LIC-168860,APT00207
CRW000375,Catherine,Johansson,Flight Attendant,AL0009,2017-01-23,Active,LIC-188444,APT00049
CRW000376,Robert,Fernandez,First Officer,AL0003,2002-02-26,Active,LIC-464606,APT00070
CRW000377,Michael,Smith,Flight Attendant,AL0014,1996-08-23,Active,LIC-273726,APT00005
CRW000378,Amanda,Nguyen,Purser,AL0003,2016-03-26,Active,LIC-647921,APT00030
CRW000379,Kathleen,Martinez,Flight Attendant,AL0019,2012-02-15,On Leave,LIC-224155,APT00050
CRW000380,Jeffrey,Wright,Flight Attendant,AL0008,1996-07-25,On Leave,LIC-631174,APT00157
CRW000381,Stephanie,Roberts,Captain,AL0016,2025-12-24,Active,LIC-284362,APT00214
CRW000382,Donald,Allen,Captain,AL0014,2017-07-24,Active,LIC-263299,APT00148
CRW000383,Linda,Harris,Captain,AL0010,2009-07-14,Active,LIC-430354,APT00112
CRW000384,Patricia,Harris,Captain,AL0012,2002-06-29,Active,LIC-624649,APT00068
CRW000385,Barbara,White,First Officer,AL0004,2003-07-08,Active,LIC-459525,APT00026
CRW000386,Samuel,Clark,Captain,AL0002,2009-03-09,Active,LIC-414712,APT00147
CRW000387,Jack,Robinson,Flight Attendant,AL0016,1996-10-17,On Leave,LIC-406203,APT00036
CRW000388,Edward,Kumar,Flight Attendant,AL0020,2006-07-21,Inactive,LIC-405033,APT00198
CRW000389,Elizabeth,Davis,First Officer,AL0018,2001-10-31,On Leave,LIC-463337,APT00103
CRW000390,Deborah,Brown,First Officer,AL0007,1998-07-18,Inactive,LIC-850605,APT00088
CRW000391,Sven,Adams,Flight Attendant,AL0008,1998-12-15,Active,LIC-620184,APT00007
CRW000392,Sandra,Singh,Flight Attendant,AL0008,2005-11-09,Inactive,LIC-479739,APT00061
CRW000393,Ryan,Lee,Flight Attendant,AL0015,2007-01-08,Inactive,LIC-774587,APT00004
CRW000394,Nicholas,Taylor,Flight Attendant,AL0013,2005-12-31,Active,LIC-574655,APT00182
CRW000395,Donna,Roberts,Flight Attendant,AL0016,2016-09-04,On Leave,LIC-954134,APT00123
CRW000396,Edward,Walker,Flight Attendant,AL0019,2011-05-28,Active,LIC-606585,APT00197
CRW000397,Jeffrey,Ivanov,Flight Attendant,AL0008,2001-01-20,Inactive,LIC-294403,APT00142
CRW000398,Jeffrey,Lopez,Flight Attendant,AL0014,2025-07-19,Active,LIC-606696,APT00239
CRW000399,Gregory,Martinez,First Officer,AL0011,2017-12-08,Active,LIC-796236,APT00196
CRW000400,Helen,Hall,Flight Attendant,AL0020,2009-10-07,Active,LIC-291809,APT00037
CRW000401,Michael,Young,Flight Attendant,AL0008,1996-07-18,Active,LIC-281977,APT00030
CRW000402,James,Ivanov,Purser,AL0004,2023-09-24,Active,LIC-639507,APT00223
CRW000403,Deborah,Green,Captain,AL0008,2018-05-23,Active,LIC-896037,APT00068
CRW000404,Olga,Lewis,Flight Attendant,AL0013,2009-07-02,On Leave,LIC-401160,APT00192
CRW000405,Robert,Gonzalez,Flight Attendant,AL0020,2000-01-31,Active,LIC-556150,APT00158
CRW000406,William,Wilson,Flight Attendant,AL0017,1998-05-19,On Leave,LIC-689517,APT00176
CRW000407,Samantha,Schmidt,Flight Attendant,AL0001,2004-02-09,Inactive,LIC-697168,APT00067
CRW000408,Jason,Jackson,Flight Attendant,AL0011,2002-03-26,On Leave,LIC-231127,APT00079
CRW000409,Betty,Green,First Officer,AL0004,2001-07-29,Active,LIC-455683,APT00139
CRW000410,Matthew,Andersson,Purser,AL0008,2007-10-21,Active,LIC-994703,APT00006
CRW000411,Emma,Watanabe,Purser,AL0019,1996-06-18,On Leave,LIC-899676,APT00078
CRW000412,Gary,Perez,First Officer,AL0020,2005-03-22,Active,LIC-794838,APT00127
CRW000413,Scott,Rodriguez,Flight Attendant,AL0004,2022-05-14,On Leave,LIC-121798,APT00052
CRW000414,Dorothy,Rossi,Flight Attendant,AL0003,2022-03-15,Active,LIC-475525,APT00072
CRW000415,Amy,Singh,First Officer,AL0014,1995-04-07,Active,LIC-146048,APT00246
CRW000416,Yuki,Clark,Captain,AL0009,2016-04-27,Active,LIC-371216,APT00073
CRW000417,Emily,Mitchell,Flight Attendant,AL0009,2026-02-19,On Leave,LIC-878410,APT00226
CRW000418,Melissa,Thomas,Flight Attendant,AL0018,2013-03-03,Active,LIC-449021,APT00232
CRW000419,Karen,Khan,Flight Attendant,AL0019,2007-04-07,Active,LIC-251595,APT00169
CRW000420,Scott,Ivanov,First Officer,AL0019,2010-06-07,Active,LIC-749086,APT00039
CRW000421,Patricia,White,Flight Attendant,AL0016,2001-09-12,On Leave,LIC-783126,APT00052
CRW000422,Sandra,Nguyen,Flight Attendant,AL0020,2007-06-25,Inactive,LIC-689866,APT00234
CRW000423,Christine,Clark,Flight Attendant,AL0015,2024-06-08,Inactive,LIC-828109,APT00001
CRW000424,John,Williams,Flight Attendant,AL0018,2014-03-26,Active,LIC-731882,APT00126
CRW000425,Sven,Hernandez,Flight Attendant,AL0011,2008-07-15,On Leave,LIC-671205,APT00150
CRW000426,Timothy,Oliveira,Purser,AL0002,1998-11-30,Active,LIC-900098,APT00210
CRW000427,Melissa,Torres,Captain,AL0017,2023-06-21,Inactive,LIC-391714,APT00224
CRW000428,Nicholas,Lopez,First Officer,AL0019,2000-02-09,Active,LIC-510665,APT00071
CRW000429,Scott,Brown,Flight Attendant,AL0007,2017-09-02,Active,LIC-606772,APT00126
CRW000430,Sharon,Lewis,Flight Attendant,AL0009,2004-07-10,On Leave,LIC-702568,APT00159
CRW000431,Ahmed,Fernandez,Captain,AL0012,2003-10-03,Inactive,LIC-528827,APT00242
CRW000432,Ana,Walker,Purser,AL0014,2000-05-18,Active,LIC-497356,APT00140
CRW000433,Matthew,Diaz,First Officer,AL0014,2006-10-14,On Leave,LIC-248790,APT00031
CRW000434,Frank,Flores,First Officer,AL0008,2016-04-09,Active,LIC-674287,APT00232
CRW000435,Andrew,Rossi,Flight Attendant,AL0018,2008-02-02,Active,LIC-211271,APT00129
CRW000436,Freya,Dubois,Flight Attendant,AL0017,1995-10-12,Active,LIC-527340,APT00045
CRW000437,Donald,Williams,Purser,AL0019,2003-04-18,Active,LIC-468083,APT00048
CRW000438,Kimberly,Smith,Purser,AL0012,2000-01-13,Active,LIC-798996,APT00052
CRW000439,Christine,Park,Flight Attendant,AL0002,2007-08-16,Inactive,LIC-528905,APT00181
CRW000440,Jack,Choi,Flight Attendant,AL0017,2023-05-11,On Leave,LIC-104734,APT00238
CRW000441,Jessica,Hernandez,Captain,AL0002,2025-03-31,Active,LIC-555413,APT00111
CRW000442,Eric,Patel,Captain,AL0004,2026-05-04,Active,LIC-294139,APT00025
CRW000443,Michelle,Park,Purser,AL0006,1998-07-16,Active,LIC-442037,APT00223
CRW000444,Brenda,Oliveira,Purser,AL0004,2010-04-27,Active,LIC-366793,APT00159
CRW000445,Eric,White,Flight Attendant,AL0015,1996-06-07,On Leave,LIC-249950,APT00143
CRW000446,Sven,Andersson,Flight Attendant,AL0009,2010-07-25,On Leave,LIC-950854,APT00016
CRW000447,Sofia,Patel,Flight Attendant,AL0005,2013-02-12,Active,LIC-328206,APT00243
CRW000448,Brandon,Choi,Captain,AL0001,2019-04-19,Active,LIC-556341,APT00020
CRW000449,Samantha,Lopez,Captain,AL0005,2005-07-27,Inactive,LIC-845319,APT00153
CRW000450,Mohammed,Carter,Purser,AL0014,1996-02-20,On Leave,LIC-427916,APT00150
CRW000451,Daniel,Johnson,Flight Attendant,AL0016,2009-04-08,Active,LIC-943561,APT00129
CRW000452,Debra,Lewis,Flight Attendant,AL0006,2008-06-01,Active,LIC-463880,APT00138
CRW000453,Patrick,Smith,Captain,AL0002,2014-08-11,Inactive,LIC-952106,APT00100
CRW000454,Jessica,Scott,Flight Attendant,AL0012,1998-02-19,On Leave,LIC-506639,APT00144
CRW000455,Fatima,Costa,Purser,AL0016,2014-04-07,On Leave,LIC-112984,APT00091
CRW000456,Katherine,Chen,Flight Attendant,AL0002,2007-08-06,Active,LIC-881046,APT00119
CRW000457,Michelle,Sanchez,Captain,AL0016,2018-03-21,Active,LIC-877636,APT00170
CRW000458,Ryan,Wright,Flight Attendant,AL0004,2025-11-28,Active,LIC-966101,APT00186
CRW000459,Ryan,Robinson,Flight Attendant,AL0006,2002-02-24,On Leave,LIC-211520,APT00039
CRW000460,Liam,Ivanov,First Officer,AL0013,2018-09-04,Active,LIC-859747,APT00249
CRW000461,Elena,Perez,First Officer,AL0002,1999-01-05,Active,LIC-407433,APT00025
CRW000462,Dennis,Davis,Purser,AL0007,2025-12-12,Inactive,LIC-857490,APT00069
CRW000463,Brandon,Green,Captain,AL0003,2010-02-10,Active,LIC-967164,APT00087
CRW000464,Richard,Johansson,Flight Attendant,AL0005,2018-06-09,Active,LIC-279113,APT00081
CRW000465,Ivan,Hill,Flight Attendant,AL0016,2019-06-05,Active,LIC-434104,APT00088
CRW000466,Thomas,Taylor,Flight Attendant,AL0005,2014-02-08,Inactive,LIC-341809,APT00081
CRW000467,Christopher,Brown,Purser,AL0001,2007-01-28,Active,LIC-374171,APT00110
CRW000468,William,Santos,Flight Attendant,AL0005,2018-09-11,Inactive,LIC-636443,APT00191
CRW000469,Diego,Schmidt,Purser,AL0002,2009-12-18,Inactive,LIC-471214,APT00207
CRW000470,Cynthia,Gonzalez,Purser,AL0013,2015-09-16,Active,LIC-690523,APT00088
CRW000471,Mark,Garcia,Flight Attendant,AL0020,2014-04-08,Active,LIC-706947,APT00065
CRW000472,Elizabeth,Hernandez,Purser,AL0004,2009-07-31,Active,LIC-282434,APT00170
CRW000473,Deborah,Walker,Flight Attendant,AL0015,1998-09-05,Active,LIC-139533,APT00015
CRW000474,Gregory,Costa,Captain,AL0008,2004-03-10,Active,LIC-771652,APT00112
CRW000475,Freya,Gonzalez,First Officer,AL0002,2024-06-18,Active,LIC-263431,APT00056
CRW000476,Eric,Andersson,Flight Attendant,AL0014,2011-05-06,Inactive,LIC-279966,APT00152
CRW000477,Larry,Smith,Flight Attendant,AL0005,2014-12-25,Active,LIC-641212,APT00020
CRW000478,Priya,Muller,Flight Attendant,AL0011,2003-02-14,On Leave,LIC-336709,APT00208
CRW000479,Olga,Thompson,Purser,AL0011,2017-03-04,Inactive,LIC-270769,APT00068
CRW000480,Dorothy,Oliveira,Purser,AL0012,2010-04-16,Active,LIC-376115,APT00129
CRW000481,Freya,Hill,Captain,AL0003,2001-11-15,On Leave,LIC-570363,APT00144
CRW000482,Gary,Perez,First Officer,AL0006,1999-08-04,Active,LIC-861391,APT00119
CRW000483,Noah,Martin,Flight Attendant,AL0015,2007-05-30,On Leave,LIC-989811,APT00112
CRW000484,Joseph,Johansson,Purser,AL0019,2012-10-05,Inactive,LIC-758874,APT00067
CRW000485,Barbara,Allen,Purser,AL0001,2003-10-20,Inactive,LIC-908981,APT00194
CRW000486,Ahmed,Lewis,Captain,AL0009,2002-09-15,Active,LIC-577616,APT00129
CRW000487,Benjamin,Ivanov,Purser,AL0018,2003-06-21,Active,LIC-467495,APT00054
CRW000488,Nancy,Nelson,Flight Attendant,AL0006,2004-03-23,Active,LIC-837773,APT00066
CRW000489,Mohammed,Wang,Flight Attendant,AL0009,2018-03-21,Inactive,LIC-372151,APT00110
CRW000490,Richard,Scott,Flight Attendant,AL0019,2010-09-05,Active,LIC-831634,APT00211
CRW000491,Samantha,Garcia,Flight Attendant,AL0020,2009-09-27,Active,LIC-998376,APT00241
CRW000492,Matthew,Smith,First Officer,AL0014,2000-02-08,Active,LIC-450849,APT00098
CRW000493,William,Brown,First Officer,AL0014,2012-02-09,On Leave,LIC-670076,APT00099
CRW000494,Dennis,Rivera,Flight Attendant,AL0013,2025-03-27,Inactive,LIC-803292,APT00033
CRW000495,Wei,Adams,Purser,AL0006,2018-06-03,Active,LIC-805152,APT00137
CRW000496,Richard,Muller,Flight Attendant,AL0018,2009-01-15,On Leave,LIC-285618,APT00060
CRW000497,Barbara,Watanabe,Captain,AL0001,2004-08-23,Active,LIC-966342,APT00205
CRW000498,Brenda,Wilson,Captain,AL0002,2006-01-25,Active,LIC-552905,APT00134
CRW000499,Patricia,Oliveira,Purser,AL0013,1995-11-05,Active,LIC-137609,APT00056
CRW000500,Rachel,Choi,Purser,AL0017,1995-12-02,Active,LIC-206417,APT00230
CRW000501,Ivan,Roberts,Flight Attendant,AL0017,2019-05-23,Active,LIC-754836,APT00204
CRW000502,Alexander,Nelson,Purser,AL0014,2021-06-29,On Leave,LIC-484114,APT00076
CRW000503,Betty,Anderson,Purser,AL0008,2025-06-06,Inactive,LIC-197154,APT00031
CRW000504,Daniel,Anderson,First Officer,AL0008,2014-08-30,Active,LIC-568328,APT00067
CRW000505,Samantha,Johnson,Purser,AL0009,2024-03-11,Active,LIC-639589,APT00095
CRW000506,Linda,Patel,Flight Attendant,AL0006,2008-01-31,Active,LIC-171926,APT00102
CRW000507,Nicholas,Wright,Flight Attendant,AL0009,2002-12-25,Inactive,LIC-415095,APT00206
CRW000508,Rebecca,Thomas,Flight Attendant,AL0003,2002-09-18,Active,LIC-516351,APT00242
CRW000509,Rachel,Hernandez,Purser,AL0007,2002-06-08,On Leave,LIC-802300,APT00187
CRW000510,Matthew,Garcia,Captain,AL0019,2018-05-30,On Leave,LIC-686502,APT00212
CRW000511,Carolyn,Patel,Captain,AL0015,1995-04-25,Inactive,LIC-178318,APT00032
CRW000512,Katherine,Singh,Captain,AL0003,2024-09-14,Inactive,LIC-652678,APT00038
CRW000513,Mark,Kim,Flight Attendant,AL0006,2019-05-05,On Leave,LIC-912285,APT00228
CRW000514,Kevin,Rodriguez,Flight Attendant,AL0006,2006-12-18,On Leave,LIC-148918,APT00154
CRW000515,Linda,Brown,Flight Attendant,AL0006,2017-01-18,Active,LIC-987971,APT00059
CRW000516,Rebecca,Rodriguez,First Officer,AL0014,1999-03-28,Active,LIC-185805,APT00198
CRW000517,Ashley,Schmidt,Captain,AL0018,2008-07-21,Active,LIC-660396,APT00044
CRW000518,Susan,Muller,Flight Attendant,AL0015,1998-06-07,On Leave,LIC-416220,APT00193
CRW000519,Angela,White,Captain,AL0010,1998-07-10,On Leave,LIC-757712,APT00221
CRW000520,Jonathan,Jones,Flight Attendant,AL0004,1995-03-15,Active,LIC-858416,APT00123
CRW000521,David,Sanchez,Purser,AL0003,2020-01-01,Active,LIC-866672,APT00165
CRW000522,Daniel,Costa,Flight Attendant,AL0017,2018-05-16,Inactive,LIC-882779,APT00183
CRW000523,Elizabeth,Lopez,Flight Attendant,AL0014,2023-01-20,Active,LIC-834625,APT00221
CRW000524,Samantha,Silva,Flight Attendant,AL0011,2025-10-31,Active,LIC-378651,APT00146
CRW000525,Kenneth,Nguyen,Purser,AL0012,2025-04-23,Inactive,LIC-518769,APT00074
CRW000526,William,Lopez,Flight Attendant,AL0017,2026-03-11,Active,LIC-747002,APT00051
CRW000527,Daniel,Choi,Flight Attendant,AL0017,1995-07-01,Active,LIC-251537,APT00089
CRW000528,Dmitri,Adams,Flight Attendant,AL0002,2019-08-21,Active,LIC-619650,APT00015
CRW000529,Donald,Wang,Purser,AL0008,2017-09-20,On Leave,LIC-577190,APT00175
CRW000530,Samuel,Davis,Purser,AL0001,2000-02-05,Active,LIC-985079,APT00093
CRW000531,Jeffrey,Robinson,Flight Attendant,AL0008,1999-04-19,On Leave,LIC-144746,APT00178
CRW000532,Nancy,Kim,Purser,AL0013,2025-09-19,Active,LIC-185179,APT00016
CRW000533,Andrew,Patel,Captain,AL0005,2022-09-23,Active,LIC-127090,APT00081
CRW000534,Mary,Garcia,Purser,AL0004,2005-04-19,Active,LIC-593092,APT00099
CRW000535,Rachel,Carter,Purser,AL0010,1997-05-07,Active,LIC-595689,APT00022
CRW000536,Kenneth,Santos,Purser,AL0011,2005-06-25,On Leave,LIC-633283,APT00208
CRW000537,Cynthia,Dubois,Captain,AL0015,1995-03-03,On Leave,LIC-317889,APT00150
CRW000538,Charles,Taylor,Captain,AL0001,2016-08-05,Inactive,LIC-376901,APT00212
CRW000539,Jerry,Park,First Officer,AL0005,2006-12-11,Active,LIC-475174,APT00201
CRW000540,Anthony,Singh,Purser,AL0016,1996-07-16,Active,LIC-142257,APT00009
CRW000541,Angela,Jones,Captain,AL0014,2025-10-12,Inactive,LIC-777229,APT00217
CRW000542,Hiro,Hernandez,Purser,AL0018,2020-12-10,Active,LIC-146894,APT00018
